date,open,high,low,close,utc,utc_hour,day_ind,returns,buy_stop,sell_stop,signal,EUR/USD,Strategy
2018-08-01 02:00:00,1.16818,1.168535,1.167725,1.16829,2018-08-01 06:00:00.000000,6.0,1,9.416357068264693e-05,1.1687299999999998,1.167725,0,1.0000941635706826,1.0
2018-08-01 03:00:00,1.16829,1.1687299999999998,1.16806,1.1686450000000002,2018-08-01 07:00:00.000000,7.0,1,0.0003038629107499895,1.1687299999999998,1.167725,0,1.0003980550942493,1.0
2018-08-01 04:00:00,1.1686450000000002,1.168785,1.168085,1.16864,2018-08-01 08:00:00.000000,8.0,1,-4.2784592414760686e-06,1.1687299999999998,1.167725,0,1.0003937749319454,1.0
2018-08-01 05:00:00,1.16864,1.169975,1.168315,1.169025,2018-08-01 09:00:00.000000,9.0,1,0.0003294427710844056,1.1687299999999998,1.167725,0,1.0007233474293347,1.0
2018-08-01 06:00:00,1.169025,1.169195,1.167635,1.167715,2018-08-01 09:59:59.999999,10.0,1,-0.0011205919462799533,1.1687299999999998,1.167725,0,0.9996019449057509,1.0
2018-08-01 07:00:00,1.167715,1.168675,1.1668450000000001,1.167265,2018-08-01 10:59:59.999999,11.0,1,-0.0003853680050355279,1.1687299999999998,1.167725,-1,0.999216730298413,1.0003853680050356
2018-08-01 08:00:00,1.167265,1.16762,1.16641,1.166485,2018-08-01 11:59:59.999999,12.0,1,-0.0006682287226979332,1.1687299999999998,1.167725,-1,0.9985490249790273,1.0010538542417033
2018-08-01 09:00:00,1.166485,1.1669100000000001,1.166035,1.166775,2018-08-01 12:59:59.999999,13.0,1,0.00024861014072182793,1.1687299999999998,1.167725,-1,0.9987972743926449,1.00080498210213
2018-08-01 10:00:00,1.166775,1.1670049999999998,1.165725,1.166795,2018-08-01 13:59:59.999999,14.0,1,1.7141265454034433e-05,1.1687299999999998,1.167725,-1,0.9988143950418599,1.0007878270382642
2018-08-01 11:00:00,1.166795,1.1677899999999999,1.166145,1.166405,2018-08-01 14:59:59.999999,15.0,1,-0.00033424894690165153,1.1687299999999998,1.167725,-1,0.9984805423821669,1.0011223393155237
2018-08-01 12:00:00,1.166405,1.166575,1.165845,1.166245,2018-08-01 15:59:59.999999,16.0,1,-0.0001371736232268706,1.1687299999999998,1.167725,-1,0.9983435771884468,1.0012596668941012
2018-08-01 13:00:00,1.166245,1.1663350000000001,1.16588,1.165965,2018-08-01 16:59:59.999999,17.0,1,-0.00024008677421987487,1.1687299999999998,1.167725,-1,0.9981038880994365,1.0015000560976821
2018-08-01 14:15:00,1.166125,1.1662700000000001,1.165825,1.16602,2018-08-01 18:14:59.999999,18.0,1,-9.004180512382612e-05,1.1687299999999998,1.167725,-1,0.9980140170236509,1.0015902329705646
2018-08-01 15:00:00,1.16602,1.16646,1.16595,1.166315,2018-08-01 18:59:59.999999,19.0,1,0.0002529973756881822,1.1687299999999998,1.167725,-1,0.9982665119508579,1.001336833270108
2018-08-01 16:00:00,1.166315,1.166565,1.16625,1.16634,2018-08-01 20:00:00.000000,20.0,1,2.1435032559764503e-05,1.1687299999999998,1.167725,-1,0.998287909826045,1.0013153695824835
2018-08-01 17:00:00,1.16634,1.166555,1.166045,1.1662,2018-08-01 20:59:59.999999,21.0,1,-0.00012003360941065984,1.1687299999999998,1.167725,-1,0.9981680817249975,1.0014355610804528
2018-08-01 18:00:00,1.1662,1.16677,1.1661549999999998,1.166515,2018-08-01 21:59:59.999999,22.0,1,0.00027010804321734287,1.1687299999999998,1.167725,-1,0.9984376949523541,1.0011650652806412
2018-08-01 19:00:00,1.166515,1.166555,1.1654149999999999,1.16547,2018-08-01 22:59:59.999999,23.0,1,-0.0008958307437109362,1.1687299999999998,1.167725,-1,0.997543263769536,1.002061939725649
2018-08-01 20:00:00,1.16547,1.165645,1.165065,1.165085,2018-08-01 23:59:59.999999,24.0,1,-0.0003303388332604698,1.1687299999999998,1.167725,-1,0.9972137364916555,1.0023929596976726
2018-08-01 21:00:00,1.165085,1.165275,1.164505,1.164735,2018-08-02 00:59:59.999999,1.0,1,-0.00030040726642249316,1.1687299999999998,1.167725,-1,0.9969141662390371,1.0026940858265767
2018-08-01 22:00:00,1.164735,1.1652,1.1646299999999998,1.16506,2018-08-02 01:59:59.999999,2.0,1,0.0002790334282046205,1.1687299999999998,1.167725,-1,0.9971923386164684,1.0024143006583681
2018-08-01 23:00:00,1.16506,1.165405,1.163015,1.16306,2018-08-02 02:59:59.999999,3.0,1,-0.001716649786277103,1.1687299999999998,1.167725,-1,0.9954805086015053,1.0041350949533543
2018-08-02 00:00:00,1.16306,1.163675,1.162495,1.16314,2018-08-02 03:59:59.999999,4.0,1,6.878406960954724e-05,1.1687299999999998,1.167725,-1,0.9955489818021039,1.0040660264550856
2018-08-02 01:00:00,1.16314,1.163435,1.16182,1.162005,2018-08-02 04:59:59.999999,5.0,1,-0.0009758068676170608,1.1687299999999998,1.167725,-1,0.9945775182686122,1.0050458009792416
2018-08-02 02:00:00,1.162005,1.1621299999999999,1.160755,1.161425,2018-08-02 05:59:59.999999,6.0,2,-0.0004991372670513681,1.162475,1.160755,0,0.9940810875642728,1.0050458009792416
2018-08-02 03:00:00,1.161425,1.162475,1.161015,1.16226,2018-08-02 06:59:59.999999,7.0,2,0.0007189444001981542,1.162475,1.160755,0,0.9947957765955202,1.0050458009792416
2018-08-02 04:00:00,1.16226,1.16306,1.16012,1.16174,2018-08-02 07:59:59.999999,8.0,2,-0.00044740419527478873,1.162475,1.160755,0,0.9943507007916298,1.0050458009792416
2018-08-02 05:00:00,1.16174,1.1627450000000001,1.160725,1.16265,2018-08-02 08:59:59.999999,9.0,2,0.0007833077969252727,1.162475,1.160755,0,0.9951295834484379,1.0050458009792416
2018-08-02 06:00:00,1.16265,1.16323,1.162175,1.1625299999999998,2018-08-02 09:59:59.999999,10.0,2,-0.00010321248871123728,1.162475,1.160755,0,0.99502687364754,1.0050458009792416
2018-08-02 07:00:00,1.1625299999999998,1.16269,1.16079,1.1611799999999999,2018-08-02 10:59:59.999999,11.0,2,-0.0011612603545714628,1.162475,1.160755,0,0.99387138838744,1.0050458009792416
2018-08-02 08:00:00,1.1611799999999999,1.161685,1.161145,1.16121,2018-08-02 11:59:59.999999,12.0,2,2.583578773333724e-05,1.162475,1.160755,0,0.9938970658376647,1.0050458009792416
2018-08-02 09:00:00,1.16121,1.161985,1.160615,1.1609399999999999,2018-08-02 12:59:59.999999,13.0,2,-0.00023251608236254812,1.162475,1.160755,0,0.9936659687856445,1.0050458009792416
2018-08-02 10:00:00,1.1609399999999999,1.160975,1.15974,1.16016,2018-08-02 14:00:00.000000,14.0,2,-0.0006718693472528994,1.162475,1.160755,0,0.992998355079809,1.0050458009792416
2018-08-02 11:00:00,1.16016,1.16024,1.15842,1.15867,2018-08-02 15:00:00.000000,15.0,2,-0.0012843056130188864,1.162475,1.160755,-1,0.9917230417186615,1.0063365869427803
2018-08-02 12:00:00,1.15867,1.1598899999999999,1.158405,1.158895,2018-08-02 16:00:00.000000,16.0,2,0.0001941881640155693,1.162475,1.160755,-1,0.9919156225953447,1.0061411682885801
2018-08-02 13:00:00,1.158895,1.15897,1.158205,1.1584450000000002,2018-08-02 17:00:00.000000,17.0,2,-0.0003883009245875074,1.162475,1.160755,-1,0.9915304608419782,1.006531853834492
2018-08-02 14:15:00,1.158495,1.1588100000000001,1.15831,1.158655,2018-08-02 18:15:00.000000,18.0,2,0.0001381102205878644,1.162475,1.160755,-1,0.9916674013326447,1.0063928414981302
2018-08-02 15:00:00,1.158655,1.15876,1.158185,1.15862,2018-08-02 19:00:00.000000,19.0,2,-3.020743879757758e-05,1.162475,1.160755,-1,0.9916374456003114,1.0064232420482961
2018-08-02 16:00:00,1.15862,1.159025,1.158475,1.158525,2018-08-02 20:00:00.000000,20.0,2,-8.199409642501962e-05,1.162475,1.160755,-1,0.9915561371839782,1.006505762812649
2018-08-02 17:00:00,1.158525,1.158855,1.158175,1.15879,2018-08-02 21:00:00.000000,21.0,2,0.00022873912949652333,1.162475,1.160755,-1,0.9917829448716446,1.00627553556063
2018-08-02 18:00:00,1.15879,1.158995,1.15822,1.1583649999999999,2018-08-02 22:00:00.000000,22.0,2,-0.0003667618809276225,1.162475,1.160755,-1,0.9914191966933116,1.0066445990687838
2018-08-02 19:00:00,1.1583649999999999,1.1588049999999999,1.15812,1.15878,2018-08-02 23:00:00.000000,23.0,2,0.00035826358703867456,1.162475,1.160755,-1,0.991774386090978,1.0062839549638483
2018-08-02 20:00:00,1.15878,1.1593149999999999,1.1587450000000001,1.159075,2018-08-02 23:59:59.999999,24.0,2,0.0002545780907507519,1.162475,1.160755,-1,0.9920268701206446,1.0060277771158403
2018-08-02 21:00:00,1.159075,1.1593149999999999,1.1589049999999999,1.1591850000000001,2018-08-03 00:59:59.999999,1.0,2,9.490326337817181e-05,1.162475,1.160755,-1,0.9921210167079778,1.005932301796743
2018-08-02 22:00:00,1.1591850000000001,1.159505,1.15901,1.1590799999999999,2018-08-03 01:59:59.999999,2.0,2,-9.058088225800349e-05,1.162475,1.160755,-1,0.9920311495109777,1.0060234200321316
2018-08-02 23:00:00,1.1590799999999999,1.1590799999999999,1.1577,1.15783,2018-08-03 03:00:00.000000,3.0,2,-0.0010784415225868565,1.162475,1.160755,-1,0.9909613019276455,1.0071083574609891
2018-08-03 00:00:00,1.15783,1.1590850000000001,1.1562,1.1562,2018-08-03 03:59:59.999999,4.0,2,-0.0014078059818799136,1.162475,1.160755,-1,0.9895662206789803,1.008526170631024
2018-08-03 01:00:00,1.1562,1.157935,1.15616,1.15792,2018-08-03 04:59:59.999999,5.0,2,0.0014876318975957153,1.162475,1.160755,-1,0.9910383309536457,1.0070258549300333
2018-08-03 02:00:00,1.15792,1.15848,1.157455,1.157515,2018-08-03 06:00:00.000000,6.0,3,-0.00034976509603425854,1.15848,1.157245,0,0.9906917003366461,1.0070258549300333
2018-08-03 03:00:00,1.157515,1.1579700000000002,1.157245,1.157965,2018-08-03 06:59:59.999999,7.0,3,0.0003887638605113881,1.15848,1.157245,0,0.9910768454666455,1.0070258549300333
2018-08-03 04:00:00,1.157965,1.16106,1.157945,1.15962,2018-08-03 07:59:59.999990,8.0,3,0.0014292314534551426,1.15848,1.157245,0,0.9924933236669776,1.0070258549300333
2018-08-03 05:00:00,1.15962,1.16096,1.15854,1.15951,2018-08-03 09:00:00.000000,9.0,3,-9.485866059575937e-05,1.15848,1.157245,0,0.9923991770796443,1.0070258549300333
2018-08-03 06:00:00,1.15951,1.159835,1.156025,1.1572049999999998,2018-08-03 09:59:59.999999,10.0,3,-0.0019879086855656473,1.15848,1.157245,0,0.9904263781359794,1.0070258549300333
2018-08-03 07:00:00,1.1572049999999998,1.159945,1.157195,1.15901,2018-08-03 10:59:59.999999,11.0,3,0.001559792776561006,1.15848,1.157245,-1,0.9919712380463114,1.005455103275703
2018-08-03 08:00:00,1.15901,1.160355,1.158785,1.15954,2018-08-03 11:59:59.999999,12.0,3,0.00045728682237419814,1.15848,1.157245,-1,0.9924248534216442,1.0049953219064862
2018-08-03 09:00:00,1.15954,1.159965,1.158755,1.1594950000000002,2018-08-03 12:59:59.999999,13.0,3,-3.880849302296662e-05,1.15848,1.157245,-1,0.9923863389086444,1.0050343242604245
2018-08-03 10:00:00,1.1594950000000002,1.159555,1.15831,1.158375,2018-08-03 13:59:59.999999,14.0,3,-0.0009659377573859584,1.15848,1.157245,-1,0.9914277554739784,1.0060051248616964
2018-08-03 11:00:00,1.158375,1.158505,1.157265,1.157785,2018-08-03 14:59:59.999999,15.0,3,-0.0005093341966115191,1.15848,1.157245,-1,0.9909227874146458,1.0065175176737549
2018-08-03 12:00:00,1.157785,1.157925,1.156965,1.1572850000000001,2018-08-03 15:59:59.999999,16.0,3,-0.0004318591102838134,1.15848,1.157245,-1,0.990494848381313,1.0069521914334225
